symbol,timestamp,open,high,low,close,volume
SPY,2026-05-26T11:35:00-04:00,526.56,526.69,526.54,526.64,1025000
SPY,2026-05-26T11:40:00-04:00,526.64,526.77,526.62,526.72,1026000
SPY,2026-05-26T11:45:00-04:00,526.72,526.85,526.70,526.80,1027000
SPY,2026-05-26T11:50:00-04:00,526.80,526.83,526.78,526.81,1028000
SPY,2026-05-26T11:55:00-04:00,526.81,526.84,526.79,526.82,1029000
SPY,2026-05-26T12:00:00-04:00,526.82,526.85,526.80,526.83,1030000
SPY,2026-05-26T12:05:00-04:00,526.83,526.86,526.81,526.84,1031000
SPY,2026-05-26T12:10:00-04:00,526.84,526.87,526.82,526.85,1032000
SPY,2026-05-26T12:15:00-04:00,526.85,526.88,526.83,526.86,1033000
SPY,2026-05-26T12:20:00-04:00,526.86,526.89,526.84,526.87,1034000
SPY,2026-05-26T12:25:00-04:00,526.87,526.90,526.85,526.88,1035000
SPY,2026-05-26T12:30:00-04:00,526.88,526.91,526.86,526.89,1036000
SPY,2026-05-26T12:35:00-04:00,526.89,526.92,526.87,526.90,1037000
SPY,2026-05-26T12:40:00-04:00,526.90,526.93,526.88,526.91,1038000
SPY,2026-05-26T12:45:00-04:00,526.91,526.94,526.89,526.92,1039000
SPY,2026-05-26T12:50:00-04:00,526.92,526.95,526.90,526.93,1040000
SPY,2026-05-26T12:55:00-04:00,526.93,526.96,526.91,526.94,1041000
SPY,2026-05-26T13:00:00-04:00,526.94,526.97,526.92,526.95,1042000
SPY,2026-05-26T13:05:00-04:00,526.95,526.98,526.93,526.96,1043000
SPY,2026-05-26T13:10:00-04:00,526.96,526.99,526.94,526.97,1044000
SPY,2026-05-26T13:15:00-04:00,526.97,527.00,526.95,526.98,1045000
SPY,2026-05-26T13:20:00-04:00,526.98,527.01,526.96,526.99,1046000
SPY,2026-05-26T13:25:00-04:00,526.99,527.02,526.97,527.00,1047000
SPY,2026-05-26T13:30:00-04:00,527.00,527.03,526.98,527.01,1048000
SPY,2026-05-26T13:35:00-04:00,527.01,527.04,526.99,527.02,1049000
SPY,2026-05-26T13:40:00-04:00,527.02,527.05,527.00,527.03,1050000
SPY,2026-05-26T13:45:00-04:00,527.03,527.06,527.01,527.04,1051000
SPY,2026-05-26T13:50:00-04:00,527.04,527.07,527.02,527.05,1052000
SPY,2026-05-26T13:55:00-04:00,527.05,527.08,527.03,527.06,1053000
SPY,2026-05-26T14:00:00-04:00,527.06,527.09,527.04,527.07,1054000
SPY,2026-05-26T14:05:00-04:00,527.07,527.10,527.05,527.08,1055000
SPY,2026-05-26T14:10:00-04:00,527.08,527.11,527.06,527.09,1056000
SPY,2026-05-26T14:15:00-04:00,527.09,527.12,527.07,527.10,1057000
SPY,2026-05-26T14:20:00-04:00,527.10,527.13,527.08,527.11,1058000
SPY,2026-05-26T14:25:00-04:00,527.11,527.14,527.09,527.12,1059000
SPY,2026-05-26T14:30:00-04:00,527.12,527.15,527.10,527.13,1060000
SPY,2026-05-26T14:35:00-04:00,527.13,527.16,527.11,527.14,1061000
SPY,2026-05-26T14:40:00-04:00,527.14,527.17,527.12,527.15,1062000
SPY,2026-05-26T14:45:00-04:00,527.15,527.18,527.13,527.16,1063000
SPY,2026-05-26T14:50:00-04:00,527.16,527.19,527.14,527.17,1064000
SPY,2026-05-26T14:55:00-04:00,527.17,527.20,527.15,527.18,1065000
SPY,2026-05-26T15:00:00-04:00,527.18,527.21,527.16,527.19,1066000
SPY,2026-05-26T15:05:00-04:00,527.19,527.22,527.17,527.20,1067000
SPY,2026-05-26T15:10:00-04:00,527.20,527.23,527.18,527.21,1068000
SPY,2026-05-26T15:15:00-04:00,527.21,527.24,527.19,527.22,1069000
SPY,2026-05-26T15:20:00-04:00,527.22,527.25,527.20,527.23,1070000
SPY,2026-05-26T15:25:00-04:00,527.23,527.26,527.21,527.24,1071000
SPY,2026-05-26T15:30:00-04:00,527.24,527.27,527.22,527.25,1072000
SPY,2026-05-26T15:35:00-04:00,527.25,527.28,527.23,527.26,1073000
SPY,2026-05-26T15:40:00-04:00,527.26,527.29,527.24,527.27,1074000
SPY,2026-05-26T15:45:00-04:00,527.27,527.30,527.25,527.28,1075000
SPY,2026-05-26T15:50:00-04:00,527.28,527.31,527.26,527.29,1076000
SPY,2026-05-26T15:55:00-04:00,527.29,527.32,527.27,527.30,1077000
SPY,2026-05-27T09:30:00-04:00,525.00,525.20,524.80,525.10,1000000
SPY,2026-05-27T09:35:00-04:00,525.10,525.50,525.05,525.40,1001000
SPY,2026-05-27T09:40:00-04:00,525.40,525.50,525.20,525.30,1002000
SPY,2026-05-27T09:45:00-04:00,525.30,525.40,525.28,525.35,1003000
SPY,2026-05-27T09:50:00-04:00,525.35,525.45,525.33,525.40,1004000
SPY,2026-05-27T09:55:00-04:00,525.40,525.50,525.38,525.45,1005000
SPY,2026-05-27T10:00:00-04:00,525.45,525.55,525.43,525.50,1006000
SPY,2026-05-27T10:05:00-04:00,525.50,525.60,525.48,525.55,1007000
SPY,2026-05-27T10:10:00-04:00,525.55,525.65,525.53,525.60,1008000
SPY,2026-05-27T10:15:00-04:00,525.60,525.62,525.30,525.35,1009000
SPY,2026-05-27T10:20:00-04:00,525.35,525.40,525.25,525.30,1010000
SPY,2026-05-27T10:25:00-04:00,525.30,525.40,525.25,525.35,1011000
SPY,2026-05-27T10:30:00-04:00,525.35,525.65,525.30,525.60,1012000
SPY,2026-05-27T10:35:00-04:00,525.60,525.65,525.45,525.50,1013000
SPY,2026-05-27T10:40:00-04:00,525.50,525.55,525.35,525.40,1014000
SPY,2026-05-27T10:45:00-04:00,525.40,525.45,525.25,525.30,1015000
SPY,2026-05-27T10:50:00-04:00,525.30,525.35,525.15,525.20,1016000
SPY,2026-05-27T10:55:00-04:00,525.20,525.25,525.05,525.10,1017000
SPY,2026-05-27T11:00:00-04:00,525.10,525.15,524.95,525.00,1018000
SPY,2026-05-27T11:05:00-04:00,525.00,525.05,524.85,524.90,1019000
SPY,2026-05-27T11:10:00-04:00,524.90,524.95,524.75,524.80,1020000
SPY,2026-05-27T11:15:00-04:00,524.80,524.83,524.78,524.81,1021000
SPY,2026-05-27T11:20:00-04:00,524.81,524.84,524.79,524.82,1022000
SPY,2026-05-27T11:25:00-04:00,524.82,524.85,524.80,524.83,1023000
SPY,2026-05-27T11:30:00-04:00,524.83,524.86,524.81,524.84,1024000
SPY,2026-05-27T11:35:00-04:00,524.84,524.87,524.82,524.85,1025000
SPY,2026-05-27T11:40:00-04:00,524.85,524.88,524.83,524.86,1026000
SPY,2026-05-27T11:45:00-04:00,524.86,524.89,524.84,524.87,1027000
SPY,2026-05-27T11:50:00-04:00,524.87,524.90,524.85,524.88,1028000
SPY,2026-05-27T11:55:00-04:00,524.88,524.91,524.86,524.89,1029000
SPY,2026-05-27T12:00:00-04:00,524.89,524.92,524.87,524.90,1030000
SPY,2026-05-27T12:05:00-04:00,524.90,524.93,524.88,524.91,1031000
SPY,2026-05-27T12:10:00-04:00,524.91,524.94,524.89,524.92,1032000
SPY,2026-05-27T12:15:00-04:00,524.92,524.95,524.90,524.93,1033000
SPY,2026-05-27T12:20:00-04:00,524.93,524.96,524.91,524.94,1034000
SPY,2026-05-27T12:25:00-04:00,524.94,524.97,524.92,524.95,1035000
SPY,2026-05-27T12:30:00-04:00,524.95,524.98,524.93,524.96,1036000
SPY,2026-05-27T12:35:00-04:00,524.96,524.99,524.94,524.97,1037000
SPY,2026-05-27T12:40:00-04:00,524.97,525.00,524.95,524.98,1038000
SPY,2026-05-27T12:45:00-04:00,524.98,525.01,524.96,524.99,1039000
SPY,2026-05-27T12:50:00-04:00,524.99,525.02,524.97,525.00,1040000
SPY,2026-05-27T12:55:00-04:00,525.00,525.03,524.98,525.01,1041000
SPY,2026-05-27T13:00:00-04:00,525.01,525.04,524.99,525.02,1042000
SPY,2026-05-27T13:05:00-04:00,525.02,525.05,525.00,525.03,1043000
SPY,2026-05-27T13:10:00-04:00,525.03,525.06,525.01,525.04,1044000
SPY,2026-05-27T13:15:00-04:00,525.04,525.07,525.02,525.05,1045000
SPY,2026-05-27T13:20:00-04:00,525.05,525.08,525.03,525.06,1046000
SPY,2026-05-27T13:25:00-04:00,525.06,525.09,525.04,525.07,1047000
SPY,2026-05-27T13:30:00-04:00,525.07,525.10,525.05,525.08,1048000
SPY,2026-05-27T13:35:00-04:00,525.08,525.11,525.06,525.09,1049000
SPY,2026-05-27T13:40:00-04:00,525.09,525.12,525.07,525.10,1050000
SPY,2026-05-27T13:45:00-04:00,525.10,525.13,525.08,525.11,1051000
SPY,2026-05-27T13:50:00-04:00,525.11,525.14,525.09,525.12,1052000
SPY,2026-05-27T13:55:00-04:00,525.12,525.15,525.10,525.13,1053000
SPY,2026-05-27T14:00:00-04:00,525.13,525.16,525.11,525.14,1054000
SPY,2026-05-27T14:05:00-04:00,525.14,525.17,525.12,525.15,1055000
SPY,2026-05-27T14:10:00-04:00,525.15,525.18,525.13,525.16,1056000
SPY,2026-05-27T14:15:00-04:00,525.16,525.19,525.14,525.17,1057000
SPY,2026-05-27T14:20:00-04:00,525.17,525.20,525.15,525.18,1058000
SPY,2026-05-27T14:25:00-04:00,525.18,525.21,525.16,525.19,1059000
SPY,2026-05-27T14:30:00-04:00,525.19,525.22,525.17,525.20,1060000
SPY,2026-05-27T14:35:00-04:00,525.20,525.23,525.18,525.21,1061000
SPY,2026-05-27T14:40:00-04:00,525.21,525.24,525.19,525.22,1062000
SPY,2026-05-27T14:45:00-04:00,525.22,525.25,525.20,525.23,1063000
SPY,2026-05-27T14:50:00-04:00,525.23,525.26,525.21,525.24,1064000
SPY,2026-05-27T14:55:00-04:00,525.24,525.27,525.22,525.25,1065000
SPY,2026-05-27T15:00:00-04:00,525.25,525.28,525.23,525.26,1066000
SPY,2026-05-27T15:05:00-04:00,525.26,525.29,525.24,525.27,1067000
SPY,2026-05-27T15:10:00-04:00,525.27,525.30,525.25,525.28,1068000
SPY,2026-05-27T15:15:00-04:00,525.28,525.31,525.26,525.29,1069000
SPY,2026-05-27T15:20:00-04:00,525.29,525.32,525.27,525.30,1070000
SPY,2026-05-27T15:25:00-04:00,525.30,525.33,525.28,525.31,1071000
SPY,2026-05-27T15:30:00-04:00,525.31,525.34,525.29,525.32,1072000
SPY,2026-05-27T15:35:00-04:00,525.32,525.35,525.30,525.33,1073000
SPY,2026-05-27T15:40:00-04:00,525.33,525.36,525.31,525.34,1074000
SPY,2026-05-27T15:45:00-04:00,525.34,525.37,525.32,525.35,1075000
SPY,2026-05-27T15:50:00-04:00,525.35,525.38,525.33,525.36,1076000
SPY,2026-05-27T15:55:00-04:00,525.36,525.39,525.34,525.37,1077000
SPY,2026-05-28T09:30:00-04:00,525.00,525.20,524.80,525.10,1000000
SPY,2026-05-28T09:35:00-04:00,525.10,525.50,525.05,525.40,1001000
SPY,2026-05-28T09:40:00-04:00,525.40,525.50,525.20,525.30,1002000
SPY,2026-05-28T09:45:00-04:00,525.30,525.40,525.28,525.35,1003000
SPY,2026-05-28T09:50:00-04:00,525.35,525.45,525.33,525.40,1004000
SPY,2026-05-28T09:55:00-04:00,525.40,525.50,525.38,525.45,1005000
SPY,2026-05-28T10:00:00-04:00,525.45,525.55,525.43,525.50,1006000
SPY,2026-05-28T10:05:00-04:00,525.50,525.52,525.20,525.25,1007000
SPY,2026-05-28T10:10:00-04:00,525.25,525.30,525.15,525.20,1008000
SPY,2026-05-28T10:15:00-04:00,525.20,525.30,525.15,525.25,1009000
SPY,2026-05-28T10:20:00-04:00,525.25,525.55,525.20,525.50,1010000
SPY,2026-05-28T10:25:00-04:00,525.50,525.55,525.35,525.40,1011000
SPY,2026-05-28T10:30:00-04:00,525.40,525.45,525.25,525.30,1012000
SPY,2026-05-28T10:35:00-04:00,525.30,525.35,525.15,525.20,1013000
SPY,2026-05-28T10:40:00-04:00,525.20,525.25,525.05,525.10,1014000
SPY,2026-05-28T10:45:00-04:00,525.10,525.15,524.95,525.00,1015000
SPY,2026-05-28T10:50:00-04:00,525.00,525.05,524.85,524.90,1016000
SPY,2026-05-28T10:55:00-04:00,524.90,525.00,524.88,524.95,1017000
SPY,2026-05-28T11:00:00-04:00,524.95,525.05,524.93,525.00,1018000
SPY,2026-05-28T11:05:00-04:00,525.00,525.10,524.98,525.05,1019000
SPY,2026-05-28T11:10:00-04:00,525.05,525.15,525.03,525.10,1020000
SPY,2026-05-28T11:15:00-04:00,525.10,525.12,524.80,524.85,1021000
SPY,2026-05-28T11:20:00-04:00,524.85,524.90,524.75,524.80,1022000
SPY,2026-05-28T11:25:00-04:00,524.80,524.90,524.75,524.85,1023000
SPY,2026-05-28T11:30:00-04:00,524.85,525.15,524.80,525.10,1024000
SPY,2026-05-28T11:35:00-04:00,525.10,525.15,524.95,525.00,1025000
SPY,2026-05-28T11:40:00-04:00,525.00,525.05,524.85,524.90,1026000
SPY,2026-05-28T11:45:00-04:00,524.90,524.95,524.75,524.80,1027000
SPY,2026-05-28T11:50:00-04:00,524.80,524.85,524.65,524.70,1028000
SPY,2026-05-28T11:55:00-04:00,524.70,524.75,524.55,524.60,1029000
SPY,2026-05-28T12:00:00-04:00,524.60,524.65,524.45,524.50,1030000
SPY,2026-05-28T12:05:00-04:00,524.50,524.60,524.48,524.55,1031000
SPY,2026-05-28T12:10:00-04:00,524.55,524.65,524.53,524.60,1032000
SPY,2026-05-28T12:15:00-04:00,524.60,524.70,524.58,524.65,1033000
SPY,2026-05-28T12:20:00-04:00,524.65,524.75,524.63,524.70,1034000
SPY,2026-05-28T12:25:00-04:00,524.70,524.72,524.40,524.45,1035000
SPY,2026-05-28T12:30:00-04:00,524.45,524.55,524.40,524.50,1036000
SPY,2026-05-28T12:35:00-04:00,524.50,524.80,524.45,524.75,1037000
SPY,2026-05-28T12:40:00-04:00,524.75,524.78,524.73,524.76,1038000
SPY,2026-05-28T12:45:00-04:00,524.76,524.79,524.74,524.77,1039000
SPY,2026-05-28T12:50:00-04:00,524.77,524.80,524.75,524.78,1040000
SPY,2026-05-28T12:55:00-04:00,524.78,524.81,524.76,524.79,1041000
SPY,2026-05-28T13:00:00-04:00,524.79,524.82,524.77,524.80,1042000
SPY,2026-05-28T13:05:00-04:00,524.80,524.83,524.78,524.81,1043000
SPY,2026-05-28T13:10:00-04:00,524.81,524.84,524.79,524.82,1044000
SPY,2026-05-28T13:15:00-04:00,524.82,524.85,524.80,524.83,1045000
SPY,2026-05-28T13:20:00-04:00,524.83,524.86,524.81,524.84,1046000
SPY,2026-05-28T13:25:00-04:00,524.84,524.87,524.82,524.85,1047000
SPY,2026-05-28T13:30:00-04:00,524.85,524.88,524.83,524.86,1048000
SPY,2026-05-28T13:35:00-04:00,524.86,524.89,524.84,524.87,1049000
SPY,2026-05-28T13:40:00-04:00,524.87,524.90,524.85,524.88,1050000
SPY,2026-05-28T13:45:00-04:00,524.88,524.91,524.86,524.89,1051000
SPY,2026-05-28T13:50:00-04:00,524.89,524.92,524.87,524.90,1052000
SPY,2026-05-28T13:55:00-04:00,524.90,524.93,524.88,524.91,1053000
SPY,2026-05-28T14:00:00-04:00,524.91,524.94,524.89,524.92,1054000
SPY,2026-05-28T14:05:00-04:00,524.92,524.95,524.90,524.93,1055000
SPY,2026-05-28T14:10:00-04:00,524.93,524.96,524.91,524.94,1056000
SPY,2026-05-28T14:15:00-04:00,524.94,524.97,524.92,524.95,1057000
SPY,2026-05-28T14:20:00-04:00,524.95,524.98,524.93,524.96,1058000
SPY,2026-05-28T14:25:00-04:00,524.96,524.99,524.94,524.97,1059000
SPY,2026-05-28T14:30:00-04:00,524.97,525.00,524.95,524.98,1060000
SPY,2026-05-28T14:35:00-04:00,524.98,525.01,524.96,524.99,1061000
SPY,2026-05-28T14:40:00-04:00,524.99,525.02,524.97,525.00,1062000
SPY,2026-05-28T14:45:00-04:00,525.00,525.03,524.98,525.01,1063000
SPY,2026-05-28T14:50:00-04:00,525.01,525.04,524.99,525.02,1064000
SPY,2026-05-28T14:55:00-04:00,525.02,525.05,525.00,525.03,1065000
SPY,2026-05-28T15:00:00-04:00,525.03,525.06,525.01,525.04,1066000
SPY,2026-05-28T15:05:00-04:00,525.04,525.07,525.02,525.05,1067000
SPY,2026-05-28T15:10:00-04:00,525.05,525.08,525.03,525.06,1068000
SPY,2026-05-28T15:15:00-04:00,525.06,525.09,525.04,525.07,1069000
SPY,2026-05-28T15:20:00-04:00,525.07,525.10,525.05,525.08,1070000
SPY,2026-05-28T15:25:00-04:00,525.08,525.11,525.06,525.09,1071000
SPY,2026-05-28T15:30:00-04:00,525.09,525.12,525.07,525.10,1072000
SPY,2026-05-28T15:35:00-04:00,525.10,525.13,525.08,525.11,1073000
SPY,2026-05-28T15:40:00-04:00,525.11,525.14,525.09,525.12,1074000
SPY,2026-05-28T15:45:00-04:00,525.12,525.15,525.10,525.13,1075000
SPY,2026-05-28T15:50:00-04:00,525.13,525.16,525.11,525.14,1076000
SPY,2026-05-28T15:55:00-04:00,525.14,525.17,525.12,525.15,1077000
